,name,brand,chipset,chipset_gen,ram,ram_max,vga,storage_type,storage,os,screen_size,webcam,weight,price
113,Laptop Lenovo IdeaPad Slim 5 14IRL8 OLED (Core i5 13500H/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch WUXGA/ Windows 11 Home/ Cloud Grey/ Vỏ nhôm/ 3 Year),Lenovo,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,14.0,1,1.46,20490000 
114,Laptop Lenovo Yoga Book 9 13IMU9 83FF001SVN (Ultra 7 155U/ 32GB/ 1TB SSD/ 13.3inch OLED Touch/ Windows 11 Home + Office Student/ Tidal Teal/ Vỏ nhôm/ Digital Pen 3 + Folio Case/ Mouse + Key/ 2 Year),Lenovo,Ultra,7,32.0,32.0,intel,SSD,1024,Windows 11,13.0,1,1.34,66990000 
115,Laptop LG Gram 2023 17Z90R-G.AH78A5 (Core i7 1360P/ 16GB/ 1TB SSD/ Intel Iris Xe Graphics/ 17.0inch WQXGA/ Windows 11 Home/ Black),LG,Intel,i7,16.0,32.0,intel,SSD,1024,Windows 11,17.0,1,1.4,47000000 
116,Laptop LG Gram 2023 16ZD90R-G.AX55A5 (Core i5 1340P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 16.0inch WQXGA/ NoOS/ Black),LG,Intel,i5,16.0,32.0,intel,SSD,512,NoOS,16.0,1,1.4,38000000 
117,Laptop Lenovo V14 G4 IRU (Core i5 13420H/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ NoOS/ Iron Grey/ ABS/ 2 Year),Lenovo,Intel,i5,16.0,24.0,intel,SSD,512,NoOS,14.0,1,1.43,14990000 
118,"Laptop Lenovo ThinkPad P16V G1 21FC004BVA (Core i7 13700H/ 32GB/ 1TB SSD/ Nvidia Quadro A1000 6GB GDDR6/ 16.0inch WUXGA/ NoOS/ Black/ PC + ABS (Top), PC + ABS (Bottom)/ 3 Year)",Lenovo,Intel,i7,32.0,64.0,nvidia,SSD,1024,NoOS,16.0,1,1.4,51190000 
119,Laptop Lenovo ThinkPad T14S GEN 4 (Core i5 1335U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch 2.2K/ NoOS/ Black/ Carbon Fiber/ 3 Year),Lenovo,Intel,i5,16.0,16.0,intel,SSD,512,NoOS,14.0,1,1.25,29990000 
120,Laptop Microsoft Surface Pro 9 (Core i7 Gen 12th/ 16GB/ 256GB/ 13.0inch Touch/ Windows 11 Home/ Graphite),Microsoft,Intel,i7,16.0,32.0,intel,SSD,256,Windows 11,13.0,1,1.4,20990000 
121,Laptop Lenovo ThinkBook 16 G6 IRL 21KH00BVVN (Core i5 13500H/ 32GB/ 1TB SSD/ Intel Iris Xe Graphics/ 16.0inch WUXGA/ Windows 11 Home/ Grey/ Aluminium/ 2 Year),Lenovo,Intel,i5,32.0,64.0,intel,SSD,1024,Windows 11,16.0,1,1.7,22990000 
122,Laptop Lenovo ThinkPad X1 Carbon Gen 11 21HM009KVN OLED (Core i5 1335U/ 16GB/ 1TB SSD/ Intel Iris Xe Graphics/ 14.5inch 2.8K/ Windows 11 Pro/ Black Paint/ Carbon Fiber/ 3 Year),Lenovo,Intel,i5,16.0,16.0,intel,SSD,1024,Windows 11,14.0,1,1.12,53490000 
123,Laptop Dell Inspiron 5630 H6KRV (Core i5 1340P/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 2050 4GB GDDR6/ 16.1inch FHD+/ Windows 11 Home + Office Student/ Grey/ Vỏ nhôm/ 1 Year),Dell,Intel,i5,16.0,16.0,nvidia,SSD,512,Windows 11,16.0,1,1.8,28990000 
124,Laptop Lenovo ThinkPad T14S GEN 4 (Core i5 1335U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch 2.2K/ Windows 11 Pro/ Black/ Carbon Fiber/ 3 Year),Lenovo,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,14.0,1,1.25,32990000 
125,Laptop Apple Macbook Air 15 MQKW3SA/A (M2 8-core CPU/ 8GB/ 256GB/ 10 core GPU/ 15.3inch/ Midnight),Apple,Apple,M2,8.0,32.0,intel,SSD,256,Mac OS,15.0,1,1.51,20990000 
126,Laptop Apple Macbook Air 15 MQKR3SA/A (M2 8-core CPU/ 8GB/ 256GB/ 10 core GPU/ 15.3inch/ Silver),Apple,Apple,M2,8.0,32.0,intel,SSD,256,Mac OS,15.0,1,1.51,20990000 
127,Laptop Lenovo Legion Gaming Slim 5 16IRH8 82YA008HVN (Core i7 13700H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Storm Grey/ Aluminium/ 3 Year),Lenovo,Intel,i7,16.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,2.4,37990000 
128,Laptop Lenovo Legion Gaming 5 Pro 16IRX8 (Core i9-13900HX/ 16GB/ 1TB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Storm Grey/ Aluminium/ 3 Year),Lenovo,Intel,i9,16.0,32.0,nvidia,SSD,1024,Windows 11,16.0,1,2.55,49990000 
129,Máy tính bảng Microsoft Pro 8 Core i5/16GB/ 256G/ 13inch Platinum ,Microsoft,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,15.0,0,1.4,20990000 
130,Máy tính xách tay Microsoft Surface Pro 8 (Core i5 1135G7/ 8Gb/ 256GB SSD/ 13.0inch Touch/ Windows 11 Home/ Platinum),Microsoft,Intel,i5,8.0,32.0,intel,SSD,256,Windows 11,13.0,1,1.4,38290000 
131,Máy tính xách tay Microsoft Surface Pro 7 Plus (Core i5 1135G7/ 8Gb/ 256GB SSD/ 12.3inch Touch/ Windows 11 Home/ Platinum),Microsoft,Intel,i5,8.0,32.0,intel,SSD,256,Windows 11,12.0,1,1.4,39990000 
132,Máy tính xách tay Microsoft Surface Pro 7 Plus (Core i5 1135G7/ 8Gb/ 128GB SSD/ 12.3inch Touch/ Windows 11 Home/ Platinum),Microsoft,Intel,i5,8.0,32.0,intel,SSD,128,Windows 11,12.0,1,1.4,35990000 
133,Máy tính xách tay Microsoft Surface Go 2 (Pentium 4425Y/ 8Gb/ 128GB SSD/ VGA onboard/ 10.5Inch Touch/ Platinum),Microsoft,Pentium,1,8.0,32.0,intel,SSD,128,Windows 10,10.0,1,1.4,14990000 
134,Máy tính xách tay Microsoft Surface Go 2 (8Gb/ 128GB SSD/ VGA onboard/ 10.5Inch Touch/ Platinum),Microsoft,Pentium,1,8.0,32.0,intel,SSD,128,Windows 10,10.0,1,1.4,16990000 
135,Máy tính xách tay Microsoft Surface Pro 7 (Core i7 1065G7/ 16Gb/ 512GB/ 12.3inch Touch/ Windows 10 Home/ Platinum),Microsoft,Intel,i7,16.0,32.0,intel,SSD,512,Windows 10,12.0,1,1.4,59000000 
136,Máy tính xách tay Microsoft Surface Pro 7 (Core i7 1065G7/ 16Gb/ 256GB SSD/ 12.3inch Touch/ Windows 10 Home/ Platinum),Microsoft,Intel,i7,16.0,32.0,intel,SSD,256,Windows 10,12.0,1,1.4,49990000 
137,Máy tính xách tay Microsoft Surface Pro 7 (Core i5 1035G4/ 8Gb/ 256GB/ 12.3inch Touch/ Windows 10 Home/ Platinum),Microsoft,Intel,i5,8.0,32.0,intel,SSD,256,Windows 10,12.0,1,1.4,25000000 
138,Máy tính xách tay Microsoft Surface Pro 7 (Core i3 10100Y/ 4GB/ 128GB SSD/ 12.3inch Touch/ Windows 10 Home/ Platinum),Microsoft,Intel,i3,4.0,32.0,intel,SSD,128,Windows 10,12.0,1,1.4,18990000 
139,Máy tính xách tay Microsoft Surface Pro 8 (Core i7 1185G7/ 16Gb/ 256GB/ 13.0inch Touch/ Windows 11 Home/ Graphite),Microsoft,Intel,i7,16.0,32.0,intel,SSD,256,Windows 11,13.0,1,1.4,50590000 
140,Máy tính xách tay Microsoft Surface Pro 8 (Core i5 1135G7/ 8Gb/ 256GB SSD/ 13.0inch Touch/ Windows 11 Home/ Graphite),Microsoft,Intel,i5,8.0,32.0,intel,SSD,256,Windows 11,13.0,1,1.4,38290000 
141,Laptop HP 240 G9 6L1X7PA (Core i3 1215U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver),HP,Intel,i3,8.0,32.0,intel,SSD,256,Windows 11,14.0,1,1.5,14190000 
142,Laptop MSI Modern 14 C13M-612VN (Core i5 1335U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Beige Rose/ Vỏ nhựa),MSI,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,17490000 
143,"Laptop Asus Gaming ROG Strix G18 G814JI-N6063W (Core i9-13900HX/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4070 8GB GDDR6/ 18.0inch WQXGA, 240Hz/ Windows 11 Home/ Gun Metal/ Vỏ nhôm/ Balo)",Asus,Intel,i9,32.0,64.0,nvidia,SSD,1024,Windows 11,18.0,1,3.0,70990000 
144,"Laptop Asus Gaming ROG Zephyrus M16 GU604VI-NM779W (Core i9-13900H/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4070 8GB GDDR6/ 16.0inch WQXGA, 240Hz/ Windows 11 Home/ Black/ Vỏ nhôm/ Balo)",Asus,Intel,i9,32.0,64.0,nvidia,SSD,1024,Windows 11,16.0,1,2.1,80990000 
145,"Laptop Asus Gaming ROG Zephyrus G16 GU603VU-N3898W (Core i7-13620H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 16.0inch FHD, 165Hz/ Windows 11 Home/ Gun Metal/ Vỏ nhôm)",Asus,Intel,i7,16.0,48.0,nvidia,SSD,512,Windows 11,16.0,1,2.0,44990000 
146,Laptop HP Pavilion 15-eg2062TX 7C0W7PA (Core i5 1235U/ 8GB/ 512GB SSD/ Nvidia GeForce MX550 2GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Gold/ Hợp kim nhôm),HP,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,1.74,21390000 
147,Laptop HP EliteBook X360 830 G9 6Z963PA (Core i7 1255U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 13.3inch WUXGA Touch/ Windows 11 Pro/ Silver/ Vỏ nhôm/ Pen),HP,Intel,i7,8.0,32.0,intel,SSD,512,Windows 11,13.0,1,1.35,40990000 
148,Laptop Asus Vivobook X1402ZA-EK083W (Core i5 1240P/ 8GB/ 512GB/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhựa),Asus,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,14.0,1,1.4,17990000 
149,Laptop Asus Vivobook 15 OLED A1505VA-L1113W (Core i5 13500H/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch FHD OLED/ Windows 11 Home/ Silver),Asus,Intel,i5,16.0,24.0,intel,SSD,512,Windows 11,15.0,1,1.7,20990000 
150,Laptop Asus Vivobook X515EA-EJ3948W (Core i3 1115G4/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch/ Windows 11 Home/ Silver),Asus,Intel,i3,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.8,11290000 
151,Laptop HP 240 G9 6L1X8PA (Core i3 1215U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhựa),HP,Intel,i3,8.0,32.0,intel,SSD,256,Windows 11,14.0,1,1.4,13590000 
152,Laptop HP ProBook 450 G10 873D0PA (Core i5 1335U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch FHD Touch screen/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.4,22590000 
153,Laptop HP ProBook 450 G10 873D1PA (Core i5 1335U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch FHD Touch screen/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.4,23990000 
154,Laptop HP EliteBook 630 G9 873F2PA (Core i7 1355U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 13.3inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,13.0,1,1.4,20990000 
155,Laptop Asus TUF Gaming FX506HE-HN075W (Core i7 11800H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3050Ti 4Gb GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),Asus,Intel,i7,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.2,22990000 
156,Laptop Asus Gaming ROG Zephyrus G14 GA403UU-QS101W (Ryzen 9 8945HS/ 32GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 14.0inch 3K/ Windows 11 Home/ Platinum White),Asus,AMD,Ryzen 9,32.0,32.0,nvidia,SSD,512,Windows 11,14.0,1,1.4,54990000 
157,Laptop Asus Gaming ROG Zephyrus G16 GU605MI-QR116W (Ultra 9 185H/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4070 8GB GDDR6/ 16.0inch 2.5K/ Windows 11 Home/ Eclipse Gray),Asus,Ultra,9,32.0,32.0,nvidia,SSD,1024,Windows 11,16.0,1,1.4,79990000 
158,Laptop MSI Modern 15 B12MO-625VN (Core i5 1235U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch/ Windows 11 Home/ Black),MSI,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.4,13990000 
159,Laptop Asus Gaming ROG Zephyrus G16 GU605MV-QR135W (Ultra 9 185H/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 16.0inch 2.5K/ Windows 11 Home/ Eclipse Gray),Asus,Ultra,9,32.0,32.0,nvidia,SSD,1024,Windows 11,16.0,1,1.4,67990000 
160,Laptop Asus TUF Gaming FA506ICB-HN005W (Ryzen 7 4800H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black),Asus,AMD,Ryzen 7,8.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.3,19990000 
161,Laptop MSI Modern 15 B12MO-628VN (Core i5 1235U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch/ Windows 11 Home/ Black),MSI,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,15.0,1,1.4,14490000 
162,Laptop MSI Gaming GF63 Thin 12UC 1006VN (Core i5 12450H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black),MSI,Intel,i5,16.0,64.0,nvidia,SSD,512,Windows 11,15.0,1,1.86,19990000 
163,Laptop HP Pavilion 14-dv2072TU 7C0W1PA 16Gb (Core i7 1255U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Gold/ Hợp kim nhôm),HP,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,24890000 
164,Laptop HP Gaming Victus 16-r0228TX - 9Q979PA (Core i5 13500H/ 32GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 16.1inch FHD/ Windows 11 Home/ Black),HP,Intel,i5,32.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,1.4,20990000 
165,Laptop HP Gaming Victus 16-r0229TX - 9Q980PA (Core i5 13500H/ 32GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 16.1inch FHD/ Windows 11 Home/ Xanh),HP,Intel,i5,32.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,1.4,20990000 
166,Laptop HP Gaming Victus 16-s0138AX - 9Q985PA (Ryzen 7 7840HS/ 32GB/ 512GB SSD/ Nvidia GeForce RTX 4070 8GB GDDR6/ 16.1inch FHD/ Windows 11 Home/ Black),HP,AMD,Ryzen 7,32.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,1.4,20990000 
167,Laptop HP Gaming Victus 16-s0139AX - 9Q986PA (Ryzen 7 7840HS/ 32GB/ 512GB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 16.1inch FHD/ Windows 11 Home/ Black),HP,AMD,Ryzen 7,32.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,1.4,20990000 
168,Laptop HP Gaming Victus 16-s0141AX - 9Q988PA (Ryzen 7 7840HS/ 32GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 16.1inch FHD/ Windows 11 Home/ Xanh),HP,AMD,Ryzen 7,32.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,1.4,20990000 
169,Laptop HP Gaming Victus 16-s0140AX - 9Q987PA (Ryzen 7 7840HS/ 32GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 16.1inch FHD/ Windows 11 Home/ Black),HP,AMD,Ryzen 7,32.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,1.4,20990000 
170,Laptop HP Gaming Victus 16-s0145AX - 9Q992PA (Ryzen 7 7840HS/ 32GB/ 512GB SSD/ Nvidia GeForce RTX 3050 6Gb GDDR6/ 16.1inch FHD/ Windows 11 Home/ Xanh),HP,AMD,Ryzen 7,32.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,1.4,20990000 
171,Laptop MSI Pluse 17 AI C1VGKG-017VN (Ultra 7 155H/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4070 8GB GDDR6/ 17.0inch QHD+/ Windows 11 Home/ Black/ Chuột/Balo),MSI,Ultra,7,32.0,96.0,nvidia,SSD,1024,Windows 11,17.0,1,1.4,20990000 
172,Laptop MSI Gaming Katana GF66 12UDK-684VN (Core i7 12650H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3050Ti 4Gb GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ Vỏ nhựa/ Balo),MSI,Intel,i7,16.0,64.0,nvidia,SSD,512,Windows 11,15.0,1,2.25,29000000 
173,Laptop HP 15s fq5144TU 7C0R8PA (Core i7 1255U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Bạc),HP,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.69,22890000 
174,Laptop HP 240 G9 6L1Y4PA (Core i7 1255U/ 8GB/ 256GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver),HP,Intel,i7,8.0,32.0,intel,SSD,256,Windows 11,14.0,1,1.5,21190000 
175,Máy tính xách tay HP Pavilion 15-eg2037TX 6K783PA (Core i5 1235U/ 8GB/ 256GB SSD/ Nvidia GeForce MX550 2GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Gold/ Hợp kim nhôm),HP,Intel,i5,8.0,32.0,nvidia,SSD,256,Windows 11,15.0,1,1.85,20590000 
176,Máy tính xách tay Asus Vivobook S533EA-BN462W (i5-1135G7/ 8GB/ 512GB SSD/ 15.6FHD/ VGA ON /Win11/ Black),Asus,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.65,20590000 
177,Laptop Asus ExpertBook B1402CBA-NK1904W (Core i3 1315U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i3,8.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,20990000 
178,Laptop Asus TUF Gaming A15 FA507NV-LP031W (Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),Asus,AMD,Ryzen 7,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.2,20990000 
179,Laptop Asus TUF Gaming A15 FA507NV-LP111W (Ryzen 5 7535HS/ 16GB/ 1TB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),Asus,AMD,Ryzen 5,16.0,32.0,nvidia,SSD,1024,Windows 11,15.0,1,2.2,20990000 
180,Laptop HP 240 G10 8F129PA (Core i3 1315U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver),HP,Intel,i3,8.0,32.0,intel,SSD,256,Windows 11,14.0,1,1.4,12990000 
181,Laptop HP 240 G10 8F136PA (Core i5 1335U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver),HP,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,19590000 
182,Laptop HP 240 G10 8F140PA (Core i7 1355U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver),HP,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,21990000 
183,Laptop Asus ExpertBook B1400CBA-EB0677W (Core i3 1215U/ 4GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm/ Chuột),Asus,Intel,i3,4.0,32.0,intel,SSD,256,Windows 11,14.0,1,1.45,13890000 
184,Laptop Asus ExpertBook B1500CBA-BQ0249W (Core i5 1235U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.73,20090000 
185,Laptop Asus Vivobook S 15 OLED BAPE Edition S5504VA-MA291W (Core i5 13500H/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch WQHD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.8,26990000 
186,Laptop HP Pavilion 15-eg3096TU 8C5L7PA (Core i5 1335U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Gold/ Vỏ nhôm),HP,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.69,20990000 
187,Laptop Apple Macbook Air 15 MXD23SA/A Apple M3 8 Core CPU/ 16GB/ 512GB/ 10 core GPU/ 15.3inch/ Silver,Apple,Apple,M3,16.0,32.0,intel,SSD,512,Mac OS,15.0,1,1.51,20990000 
188,Laptop Apple Macbook Air 15 MXD13SA/A Apple M3 8 Core CPU/ 16GB/ 512GB/ 10 core GPU/ 15.3inch/ Space Gray,Apple,Apple,M3,16.0,32.0,intel,SSD,512,Mac OS,15.0,1,1.51,20990000 
189,Laptop Apple Macbook Air MXCU3SA/A (Apple M3 8 Core CPU/ 16GB/ 512GB/ 10 core GPU/ Starlight),Apple,Apple,M3,16.0,32.0,intel,SSD,512,Mac OS,13.0,1,1.4,20990000 
190,Laptop Apple Macbook Air MXCT3SA/A (Apple M3 8 Core CPU/ 16GB/ 512GB/ 10 core GPU/ Silver),Apple,Apple,M3,16.0,32.0,intel,SSD,512,Mac OS,13.0,1,1.4,20990000 
191,Laptop Apple Macbook Air MRXR3SA/A (Apple M3 8 Core CPU/ 8GB/ 512GB/ 10 core GPU/ Silver),Apple,Apple,M3,8.0,32.0,intel,SSD,512,Mac OS,13.0,1,1.4,20990000 
192,Laptop Apple Macbook Air MRXU3SA/A (Apple M3 8 Core CPU/ 8GB/ 512GB/ 10 core GPU/ Starlight),Apple,Apple,M3,8.0,32.0,intel,SSD,512,Mac OS,13.0,1,1.4,20990000 
193,Laptop Lenovo ThinkPad E16 GEN 1 21JN00FGVA (Core i7 13700H/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 16.0inch WUXGA/ NoOS/ Black/ Aluminium/ 2 Year),Lenovo,Intel,i7,16.0,40.0,intel,SSD,512,NoOS,16.0,1,1.97,25490000 
194,Laptop Lenovo V15 G4 IRU 83A1000LVN (Core i5 1335U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Grey/ ABS/ 2 Year),Lenovo,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,15.0,1,1.7,15290000 
195,Laptop Apple Macbook Pro 16 MUW73SA/A (Apple M3 Max 16 Core CPU/ 48GB/ 1TB/ 40 core GPU/ Silver),Apple,Apple,M3,48.0,32.0,intel,SSD,1024,Mac OS,16.0,1,1.4,20990000 
196,Laptop Apple Macbook Pro 16 MRW73SA/A (Apple M3 Max 14 Core CPU/ 36GB/ 1TB/ 30 core GPU/ Silver),Apple,Apple,M3,36.0,32.0,intel,SSD,1024,Mac OS,16.0,1,1.4,20990000 
197,Laptop Apple Macbook Pro 16 MRW33SA/A (Apple M3 Max 14 Core CPU/ 36GB/ 1TB/ 30 core GPU/ Space Gray),Apple,Apple,M3,36.0,32.0,intel,SSD,1024,Mac OS,16.0,1,1.4,20990000 
198,Laptop Apple Macbook Pro 16 MRW63SA/A (Apple M3 Pro 12 Core CPU/ 36GB/ 512GB/ 18 core GPU/ Silver),Apple,Apple,M3,36.0,32.0,intel,SSD,512,Mac OS,16.0,1,1.4,20990000 
199,Laptop Apple Macbook Pro 16 MRW23SA/A (Apple M3 Pro 12 Core CPU/ 36GB/ 512GB/ 18 core GPU/ Space Gray),Apple,Apple,M3,36.0,32.0,intel,SSD,512,Mac OS,16.0,1,1.4,20990000 
200,Laptop Apple Macbook Pro 16 MRW43SA/A (Apple M3 Pro 12 Core CPU/ 18Gb/ 512GB/ 18 core GPU/ Silver),Apple,Apple,M3,18.0,32.0,intel,SSD,512,Mac OS,16.0,1,1.4,20990000 
201,Laptop Apple Macbook Pro 16 MRW13SA/A (Apple M3 Pro 12 Core CPU/ 18Gb/ 512GB/ 18 core GPU/ Space Gray),Apple,Apple,M3,18.0,32.0,intel,SSD,512,Mac OS,16.0,1,1.4,20990000 
202,Laptop Apple Macbook Pro 14 MRX73SA/A (Apple M3 Pro 12 Core CPU/ 18Gb/ 1TB/ 18 core GPU/ Silver),Apple,Apple,M3,18.0,32.0,intel,SSD,1024,Mac OS,14.0,1,1.4,20990000 
203,Laptop Apple Macbook Air Apple M3 8 Core CPU/ 16GB/ 256GB/ 8 core GPU/ Space Gray,Apple,Apple,M3,16.0,32.0,intel,SSD,256,Mac OS,13.0,1,1.4,20990000 
204,Chuột không dây Microsoft Surface Arc Mouse - Blue,Microsoft,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,15.0,0,1.4,2690000 
205,Máy tính xách tay Microsoft Surface Pro 7 Plus (Core i5 1135G7/ 8Gb/ 128GB SSD/ 12.3inch Touch/ Windows 11 Home/ Black),Microsoft,Intel,i5,8.0,32.0,intel,SSD,128,Windows 11,12.0,1,1.4,35990000 
206,Máy tính xách tay Microsoft Surface Pro 8 (Core i7 1185G7/ 16Gb/ 512GB/ 13.0inch Touch/ Windows 11 Home/ Graphite),Microsoft,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,13.0,1,1.4,20990000 
207,"Microsoft Surface Pro 8 Core i5-1145G7/ 8GB/ 256Gb/ Win 11 Pro/ 13"" Touch-  Platinum",Microsoft,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,15.0,0,1.4,20990000 
