,name,brand,chipset,chipset_gen,ram,ram_max,vga,storage_type,storage,os,screen_size,screen_width,screen_height,screen_revolution,battery,webcam,weight,price,screen_full
10,"Laptop Asus Zenbook 15 UM3504DA-NB74 (Ryzen 7-7735U, Ram 16GB, 512GB SSD, AMD Radeon Graphics, 15.6inch FHD, Win 11, Xanh)",Asus,AMD,Ryzen 7,16.0,24.0,amd,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,67.0,1,1.6,24990000.0,1920 x 1080
11,Fujitsu MH 4ZR1K10281 (Ryzen™ 7-5825U | 16GB | 512GB | AMD Radeon Graphics | 15.0 inch FHD | Win 11 | Office | Đen),Dell,AMD,Ryzen 7,16.0,24.0,amd,SSD,512,Windows 11,15.0,1920.0,1080.0,FHD,60.0,1,1.37,21990000.0,1920 x 1080
12,Laptop Asus Vivobook 16 M1605YA-MB303W (Ryzen 7-7730U | 16GB | 512GB | AMD Radeon | 16 inch WUXGA | Win 11 | Bạc),Asus,AMD,Ryzen 7,16.0,24.0,amd,SSD,512,Windows 11,16,1920.0,1200.0,WUXGA,42.0,1,1.88,15990000.0,1920 x 1200
13,Laptop Asus Vivobook S 14 Flip TN3402YA-LZ192W (Ryzen™ 5-7530U | 16GB | 512GB | AMD Radeon Graphics | 14.0inch WUXGA | Cảm ứng | Win 11 | Bạc),Asus,AMD,Ryzen 5,16.0,24.0,amd,SSD,512,Windows 11,14.0,1920.0,1200.0,WUXGA,50.0,1,1.5,17490000.0,1920 x 1200
14,"Lenovo IdeaPad Flex 5 14ABR8 (Ryzen™ 7-7730U, Ram 16GB, 1TB SSD, AMD Radeon™ Graphics, 14inch WUXGA, Win 11, Xám)",Lenovo,AMD,Ryzen 7,16.0,24.0,amd,SSD,1024,Windows 11,14.0,1920.0,1200.0,WUXGA,52.5,0,1.55,21990000.0,1920x1200
15,"Lenovo ‎IdeaPad Flex 5 16ABR8 (Ryzen™ 5-7530U, Ram 16GB, 512GB SSD, AMD Radeon™ Graphics, 16inch WUXGA, Win 11, Xám)",Lenovo,AMD,Ryzen 5,16.0,24.0,amd,SSD,512,Windows 11,16.0,1920.0,1200.0,WUXGA,52.5,0,2.1,17990000.0,1920x1200
16,Laptop Asus Zenbook 14 OLED UM3402YA-KM405W (AMD Ryzen™ 5-7530U | 16GB | 512GB | AMD Radeon | 14 inch OLED WQXGA+ | Win 11 | Đen),Asus,AMD,Ryzen 5,16.0,24.0,amd,SSD,512,Windows 11,14.0,2880.0,1800.0,FHD,75.0,0,1.35,22990000.0,2880x1800
17,Laptop Acer Aspire 3 A314 23M R4TX NX.KEXSV.001 (Ryzen 5-7520U | 8GB | 512GB | AMD Radeon Graphics | 14.0inch FHD | Win 11 | Bạc),Acer,AMD,Ryzen 5,8.0,12.0,amd,SSD,512,Windows 11,14.0,1920.0,1080.0,FHD,40.0,1,1.4,13290000.0,1920 x 1080
18,"Laptop Dell Inspiron 7435 2-in-1 (Ryzen 5-7530U, Ram 8GB, SSD 512GB, 14 inch FHD+)",Dell,AMD,Ryzen 5,8.0,12.0,amd,SSD,512,Windows 11,14.0,1920.0,1200.0,FHD,54.0,1,1.58,18990000.0,1920 x 1200
19,Laptop Asus Vivobook Go 14 E1404FA-NK177W (Ryzen™ 5-7520U | 16GB | 512GB | AMD Radeon™ Graphics | 14 inch FHD | Win 11 | Bạc),Asus,AMD,Ryzen 5,16.0,24.0,amd,SSD,512,Windows 11,14,1920.0,1080.0,FHD,42.0,1,1.38,14490000.0,1920 x 1080
20,Laptop Asus Vivobook 14 OLED M1405YA-KM047W (Ryzen 5-7530U | 8GB | 512GB | AMD Radeon™ Graphics | 14.0inch 2.8K OLED | Win11 | Bạc),Asus,AMD,Ryzen 5,8.0,12.0,amd,SSD,512,Windows 11,14.0,2880.0,1800.0,2.8K,50.0,1,1.6,17990000.0,2880 x 1800
21,"Laptop Dell Inspiron 7435 2-in-1 (Ryzen 7-7730U, Ram 16GB, SSD 1TB, 14 inch FHD+)",Dell,AMD,Ryzen 7,16.0,24.0,amd,SSD,1024,Windows 11,14.0,1920.0,1200.0,FHD,54.0,1,1.58,22990000.0,1920 x 1200
22,Laptop Acer Swift Go 14 SFG14-41-R5JK NX.KG3SV.002 (Ryzen 5-7530U | 16GB | 1TB | AMD Radeon Graphics | 14 inch FHD | Win 11 | Bạc),Acer,AMD,Ryzen 5,16.0,24.0,intel,SSD,1024,Windows 11,14,1920.0,1080.0,FHD,50.0,1,1.2,19490000.0,1920 x 1080
23,Laptop Asus Zenbook 14 OLED UX3405MA-PP588W (Intel® Core™ Ultra 5 | 16GB | 512GB | Intel® Arc™ Graphics | 14.0inch 3K OLED | Win 11 | Bạc),Asus,Intel,Ultra 5,16.0,24.0,intel,SSD,512,Windows 11,14.0,2880.0,1800.0,3K,75.0,0,1.2,28990000.0,2880 x 1800
24,"Laptop Dell XPS 14 9440 (Ultra 7 155H, Ram 16GB, SSD 512GB, RTX 4050, 14.5inch FHD, Graphite)",Dell,Intel,Ultra 7,16.0,24.0,nvidia,SSD,0,Windows 11,14.5,1920.0,1200.0,FHD,69.5,1,1.68,53990000.0,1920 x 1200
25,"Laptop Dell XPS 14 9440 (Ultra 7 155H, Ram 32GB, SSD 1TB, RTX 4050, 14.5inch 3.2K OLED, Graphite)",Dell,Intel,Ultra 7,32.0,48.0,nvidia,SSD,0,Windows 11,14.5,3200.0,2000.0,3.2K,69.5,1,1.68,71990000.0,3200 x 2000
26,"Laptop Dell XPS 14 9440 (Ultra 7 155H, Ram 32GB, SSD 512GB, RTX 4050, 14.5inch FHD, Graphite)",Dell,Intel,Ultra 7,32.0,48.0,nvidia,SSD,0,Windows 11,14.5,1920.0,1200.0,FHD,69.5,1,1.68,62990000.0,1920 x 1200
27,Laptop ASUS Vivobook 15 OLED A1505VA-MA468W (Core™ i5-13500H | 16GB | 512GB | Intel Iris Xᵉ | 15.6inch 2.8K OLED | Win 11 | Đen),Asus,Intel,i5,16.0,24.0,intel,SSD,512,Windows 11,15.6,2880.0,1800.0,2.8K,50.0,1,1.7,20990000.0,2880 x 1800
28,"Laptop Dell XPS 14 9440 (Ultra 7 155H, Ram 64GB, SSD 2TB, RTX 4050, 14.5inch 3.2K OLED, Graphite)",Dell,Intel,Ultra 7,64.0,96.0,nvidia,SSD,0,Windows 11,14.5,3200.0,2000.0,3.2K,69.5,1,1.68,80990000.0,3200 x 2000
29,"Laptop Dell XPS 14 9440 (Ultra 7 155H, Ram 16GB, SSD 512GB, 14.5inch FHD, Graphite)",Dell,Intel,Ultra 7,16.0,24.0,intel,SSD,0,Windows 11,14.5,1920.0,1200.0,FHD,69.5,1,1.68,49990000.0,1920 x 1200
30,Laptop Acer Aspire Lite 14 AL14-51M-59BN NX.KTXSV.001 (Core i5-1235U | 16GB | 512GB | Intel® UHD Graphics | 14.0inch WUXGA | Win 11 | Bạc),Acer,Intel,i5,16.0,64.0,intel,SSD,0,Windows 11,14.0,1920.0,1200.0,WUXGA,58.0,1,1.5,14990000.0,1920x1200
31,Laptop Asus Vivobook S 16 OLED S5606MA-MX050W (Core™ Ultra 5 125H | 16GB | 512GB | Intel® Arc™ Graphics | 16.0inch 3.2K OLED | Win 11 | Xanh) ,Asus,Intel,Ultra 5,16.0,24.0,intel,SSD,512,Windows 11,16.0,3200.0,2000.0,3.2K,75.0,1,1.5,21990000.0,3200 x 2000
32,Laptop Acer Aspire Lite 15 AL15-51M-55NB NX.KRSSV.001 (Core i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 15.6inch FHD | Win 11 | Xám),Acer,Intel,i5,8.0,32.0,intel,SSD,0,Windows 11,15.6,1920.0,1080.0,FHD,36.7,1,1.7,12990000.0,1920 x 1080
33,Laptop HP Probook 450 G9 6M0Z8PA (Core™ i7-1255U | 8GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 11 | Bạc),HP,Intel,i7,8.0,12.0,intel,SSD,0,Windows 11,15.6,1920.0,1080.0,FHD,45.0,1,1.74,25890000.0,1920 x 1080
34,Laptop Asus ExpertBook B5 B5404CMA-Q70250W (Core™ Ultra 7 155H | 16GB | 512GB | Intel® Arc™ Graphics | 14.0 WUXGA | Win 11 | Đen),Asus,Intel,Ultra 7,16.0,24.0,intel,SSD,0,Windows 11,14.0,1920.0,1080.0,FHD,63.0,1,1.29,28990000.0,1920 x 1080
35,Lenovo V15 G4 IRU 83A100FYVN (Core™ i5-13420H | 8GB | 512GB | Intel® Iris® Xe Graphics  | 15.6 inch FHD | Win 11 | Xám),Lenovo,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,38.0,1,1.65,14490000.0,1920x1080
36,LG Gram 2023 14Z90R-G.AH75A5 (Core i7-1360P | 16GB | 512GB | Intel Iris Xe | 14-inch WUXGA | Win 11 | Đen),LG,Intel,i7,16.0,24.0,intel,SSD,512,Windows 11,14,1920.0,1200.0,WUXGA,72.0,1,0.999,38990000.0,1920x1200
37,Laptop Asus Zenbook Duo OLED UX8406MA-PZ307W (Core™ Ultra 7 155H | 16GB | 512GB | Intel® Arc™ Graphics | 14.0inch 3K OLED 120Hz | Bút cảm ứng | Bàn phím | Win 11 | Xám),Asus,Intel,Ultra 7,16.0,24.0,intel,SSD,512,Windows 11,14.0,2880.0,1800.0,3K,75.0,1,1.65,49990000.0,2880 x 1800
38,Laptop Lenovo ThinkPad X13 Gen 4 21EXS0L400 (Core™ i7-1360P | 16GB | 512GB | Intel Iris Xe | 13.3 inch WUXGA | No OS | Đen),Lenovo,Intel,i7,16.0,24.0,intel,SSD,512,NoOS,13.3,1920.0,1200.0,WUXGA,41.0,1,1.12,34990000.0,1920x1200
39,"Laptop Dell XPS 13 9315 (Core™ i7-1250U, Ram 8GB, SSD 512GB, FHD+)",Dell,Intel,i7,8.0,12.0,intel,SSD,512,Windows 11,13.4,1920.0,1200.0,FHD,54.0,1,1.17,26990000.0,1920 x 1200
40,Laptop Dell XPS 13 9340 71034922 (Ultra 5 125H | 16GB | 1TB | Intel® Arc™ graphics | 13.4inch FHD+ | Win 11 | Office | Bạc),Dell,Intel,Ultra 5,16.0,24.0,intel,SSD,0,Windows 11,13.4,1920.0,1200.0,FHD,55.0,1,1.19,52990000.0,1920 x 1200
41,Laptop Dell XPS 14 9440 71034921 (Core Ultra 7 155H | 64GB | 1TB | RTX 4050 6GB | 14.5 inch 3.2K | Cảm ứng | Win 11 | Office | Đen),Dell,Intel,Ultra 7,16.0,24.0,nvidia,SSD,0,Windows 11,14.5,3200.0,2000.0,3.2K,69.5,1,1.74,21990000.0,3200 x 2000
42,Laptop Dell Inspiron 14 5440 71034770 (Core 7 150U | 16GB | 1TB | MX570A 2GB | 14 inch 2.2K | Win 11 | Office | Xanh),Dell,Intel,i7,16.0,24.0,nvidia,SSD,0,Windows 11,14.0,2240.0,1400.0,2.2K,54.0,1,1.56,21990000.0,2240x1400
43,Laptop Dell Inspiron 14 5440 71034769 (Intel Core i5-120U | 16GB | 1TB | Intel® Graphics | 14 inch FHD+ | Win 11 | Office | Xanh),Dell,Intel,i5,16.0,24.0,intel,SSD,0,Windows 11,14.0,1920.0,1200.0,FHD,54.0,1,1.56,21990000.0,1920 x 1200
44,"Laptop Dell XPS 13 9340 (Ultra 5 125H, Ram 8GB, SSD 512GB, Intel® Arc™ Graphics, 13.4inch FHD)",Dell,Intel,Ultra 5,8.0,12.0,intel,SSD,0,Windows 11,13.4,1920.0,1200.0,FHD,55.0,1,1.19,21990000.0,1920 x 1200
45,"Laptop Dell XPS 13 9340 (Ultra 7 155H, Ram 32GB, SSD 512GB, Intel® Arc™ Graphics, 13.4inch FHD)",Dell,Intel,Ultra 7,32.0,48.0,intel,SSD,0,Windows 11,13.4,1920.0,1200.0,FHD,55.0,1,1.19,21990000.0,1920 x 1200
46,"Laptop Dell XPS 13 9340 (Ultra 7 155H, Ram 16GB, SSD 512GB, Intel® Arc™ Graphics, 13.4inch FHD)",Dell,Intel,Ultra 7,16.0,24.0,intel,SSD,0,Windows 11,13.4,1920.0,1200.0,FHD,55.0,1,1.19,21990000.0,1920 x 1200
47,Laptop Dell Inspiron 14 5440 N5440-i5U085W11IBU (Core i5-1335U | 8GB | 512GB | Intel® Graphics | 14 inch FHD+ | Win 11 | Office | Xanh),Dell,Intel,i5,8.0,12.0,intel,SSD,0,Windows 11,14.0,1920.0,1200.0,FHD,54.0,1,1.56,20490000.0,1920 x 1200
48,Laptop Dell Inspiron 5440 N5440-C5U165W11IBD2 (Intel Core i5-120U | 16GB | 512GB | MX570A 2GB | 14 inch 2.2K | Win 11 | Office | Xanh),Dell,Intel,i5,16.0,24.0,nvidia,SSD,0,Windows 11,14.0,2240.0,1400.0,2.2K,54.0,1,1.56,27190000.0,2240x1400
49,Laptop Lenovo ThinkBook 14 G6 IRL 21KG00QMVN (Core™ i5-13500H | 16GB | 512GB | Intel Iris Xe | 14 inch WUXGA | No OS | Xám),Lenovo,Intel,i5,16.0,64.0,intel,SSD,512,NoOS,14.0,1920.0,1200.0,WUXGA,60.0,1,1.38,19990000.0,1920x1200
50,Laptop Dell Inspiron 15 3520 N5I5011W1 (Core i5-1235U | 16GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 11 | Office | Đen),Dell,Intel,i5,8.0,12.0,intel,SSD,256,Windows 11,15.6,1920.0,1080.0,FHD,41.0,1,1.65,16990000.0,1920 x 1080
51,"Laptop HP Envy x360 2in1 16-ac0013dx (Core Ultra 5 125U, Ram 16GB, 512GB SSD, Iris Xe Graphics, 16 WUXGA, Cảm ứng, Win 11)",HP,Intel,Ultra 5,16.0,24.0,intel,SSD,0,Windows 11,16,1920.0,1200.0,WUXGA,68.0,1,1.87,21990000.0,1920 x 1200
52,"Laptop HP Envy x360 2in1 14-fc0023dx (Core Ultra 7 155U, Ram 16GB, 1TB SSD, Intel® Arc™ graphics, 14 WUXGA, Cảm ứng, Win 11)",HP,Intel,Ultra 7,16.0,24.0,intel,SSD,0,Windows 11,14,1920.0,1200.0,WUXGA,59.0,1,1.4,26990000.0,1920 x 1200
53,Laptop Dell Inspiron 15 3520 25P231 (Intel Core i5-1235U | 16GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 11 | Office | Đen),Dell,Intel,i5,8.0,12.0,intel,SSD,256,Windows 11,15.6,1920.0,1080.0,FHD,41.0,1,1.65,16990000.0,1920 x 1080
54,Laptop Dell Inspiron 5440 N4I5211W1 (Intel Core i5-120U | 16GB | 512GB | Intel® Graphics | 14 inch FHD+ | Win 11 | Office | Xanh),Dell,Intel,i5,16.0,24.0,intel,SSD,0,Windows 11,14.0,1920.0,1200.0,FHD,54.0,1,1.56,24490000.0,1920 x 1200
55,Laptop Dell XPS 13 Plus 9340 XPSU5002W1 (Ultra 5 125H | 16GB | 2TB | Intel® Arc™ graphics | 13.4inch FHD+ | Win 11 | Office | Bạc),Dell,Intel,Ultra 5,16.0,24.0,intel,SSD,0,Windows 11,13.4,1920.0,1200.0,FHD,55.0,1,1.19,59990000.0,1920 x 1200
56,Laptop Dell Inspiron 5440 N4I7204W1 (Intel Core i7-150U | 16GB | 512GB | Intel® Graphics | 14 inch FHD+ | Win 11 | Office | Xanh),Dell,Intel,i7,16.0,24.0,intel,SSD,0,Windows 11,14.0,1920.0,1200.0,FHD,54.0,1,1.56,26490000.0,1920 x 1200
57,Laptop Lenovo ThinkPad X1 Carbon Gen 12 21KCS00X00 (Ultra 7 155H | 32GB | 512GB | Intel Arc Graphics | 14.0inch WUXGA | Win 11 Pro | Đen),Lenovo,Intel,Ultra 7,32.0,48.0,intel,SSD,512,Windows 11,14.0,1920.0,1200.0,WUXGA,57.0,1,1.08,56990000.0,1920x1200
58,Laptop Lenovo ThinkPad X1 Carbon Gen 12 21KCS00Y00 (Ultra 7 155H | 16GB | 512GB | Intel Arc Graphics | 14.0inch WUXGA | Win 11 Pro | Đen),Lenovo,Intel,Ultra 7,16.0,24.0,intel,SSD,512,Windows 11,14.0,1920.0,1200.0,WUXGA,57.0,1,1.08,53490000.0,1920x1200
59,"Laptop Dell XPS 13 9315 (Core™ i5-1230U, Ram 16GB, SSD 512GB, FHD+)",Dell,Intel,i5,16.0,24.0,intel,SSD,512,Windows 11,13.4,1920.0,1200.0,FHD,54.0,1,1.17,27990000.0,1920 x 1200
60,Laptop Dell Inspiron 3530 71035574 (Core i7-1355U | 16GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 11 | Office | Bạc),Dell,Intel,i7,16.0,24.0,intel,SSD,512,Windows 11,14.0,1920.0,1080.0,FHD,41.0,1,1.62,22990000.0,1920 x 1080
61,"Laptop Dell XPS 13 9315 (Core™ i7-1250U, Ram 32GB, SSD 1TB, FHD+)",Dell,Intel,i7,32.0,48.0,intel,SSD,1024,Windows 11,13.4,1920.0,1200.0,FHD,54.0,1,1.17,33990000.0,1920 x 1200
62,"Laptop Dell XPS 13 Plus 9320 (Core i7-1370P, Ram 32GB, 1TB SSD , Intel Iris Xe , 13.4 inch 3.5K OLED, Cảm ứng, Win 11, Bạc)",Dell,Intel,i7,32.0,48.0,intel,SSD,1024,Windows 11,13.4,3456.0,2160.0,3.5K,55.0,1,1.26,52990000.0,3456 × 2160
63,"Laptop Dell XPS 13 Plus 9320 (Core i7-1360P, Ram 16GB, 512GB SSD , Intel Iris Xe , 13.4 inch FHD+, Cảm ứng, Win 11, Bạc)",Dell,Intel,i7,16.0,24.0,intel,SSD,512,Windows 11,13.4,1920.0,1200.0,FHD,55.0,1,1.26,41990000.0,1920x1200
64,"Laptop Dell XPS 13 Plus 9320 (Core i7-1360P, Ram 16GB, 512GB SSD , Intel Iris Xe , 13.4 inch 3.5K OLED, Cảm ứng, Win 11, Bạc)",Dell,Intel,i7,16.0,24.0,intel,SSD,512,Windows 11,13.4,3456.0,2160.0,3.5K,55.0,1,1.26,44990000.0,3456 × 2160
65,"Laptop Dell XPS 9530 (Intel® Core ™ i7-13700H, Ram 16GB, SSD 512GB, RTX 4050 6GB, 15.6inch OLED 3.5K)",Dell,Intel,i7,16.0,24.0,nvidia,SSD,512,Windows 11,15.6,3456.0,2160.0,3.5K,86.0,1,1.86,49990000.0,3456 x 2160
66,"Laptop Dell XPS 9530 (Intel® Core ™ i7-13700H, Ram 32GB, SSD 1TB, RTX 4050 6GB, 15.6inch FHD+)",Dell,Intel,i7,32.0,48.0,nvidia,SSD,1024,Windows 11,15.6,1920.0,1200.0,FHD,86.0,1,1.86,48990000.0,1920 x 1200
67,"Laptop Dell XPS 9530 (Intel® Core ™ i9-13900H, Ram 16GB, SSD 512GB, RTX 4070 8GB, 15.6inch FHD+)",Dell,Intel,i9,16.0,24.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1200.0,FHD,86.0,1,1.86,61990000.0,1920 x 1200
68,"Laptop Dell XPS 9530 (Intel® Core ™ i7-13700H, Ram 16GB, SSD 512GB, RTX 4060 8GB, 15.6inch OLED 3.5K)",Dell,Intel,i7,16.0,24.0,nvidia,SSD,512,Windows 11,15.6,3456.0,2160.0,3.5K,86.0,1,1.86,52990000.0,3456 x 2160
69,"Laptop Dell XPS 9530 (Intel® Core ™ i9-13900H, Ram 64GB, SSD 2TB, RTX 4070 8GB, 15.6inch OLED 3.5K)",Dell,Intel,i9,64.0,96.0,nvidia,SSD,2048,Windows 11,15.6,3456.0,2160.0,3.5K,86.0,1,1.86,70990000.0,3456 x 2160
70,"Laptop Dell XPS 9530 (Intel® Core ™ i9-13900H, Ram 32GB, SSD 1TB, Intel Iris Xe Graphics, 15.6inch FHD+)",Dell,Intel,i9,32.0,48.0,intel,SSD,1024,Windows 11,15.6,1920.0,1200.0,FHD,86.0,1,1.86,47990000.0,1920 x 1200
71,HP 240 G10 8U7C9PA (Core i3-N305 | 8GB | 256GB | Intel UHD Graphics | 14.0 inch FHD | Win 11 SL | Bạc),HP,Intel,i3,8.0,12.0,intel,SSD,512,Windows 11,14.0,1366.0,768.0,FHD,41.0,1,1.47,11690000.0,1366x768
72,Laptop Asus Vivobook S 14 OLED S5406MA-PP161W (Intel® Core™ Ultra 5 125H | 16GB | 1TB | Intel® Arc™ Graphics | 14.0inch 3K OLED | Win 11 | Đen) ,Asus,Intel,Ultra 5,16.0,24.0,intel,SSD,1024,Windows 11,14.0,2880.0,1800.0,3K,75.0,1,1.3,26990000.0,2880 x 1800
73,"Laptop Dell XPS 9530 (Intel® Core ™ i9-13900H, Ram 64GB, SSD 4TB, RTX 4070 8GB, 15.6inch OLED 3.5K)",Dell,Intel,i9,64.0,96.0,nvidia,SSD,4096,Windows 11,15.6,3456.0,2160.0,3.5K,86.0,1,1.86,75990000.0,3456 x 2160
74,Laptop Lenovo ThinkPad P16s Gen 2 21HK004VVA (Core i7-1360P | 32GB | 512GB | RTX A500 4GB | 16inch WUXGA | No OS | Đen),Lenovo,Intel,i7,32.0,48.0,nvidia,SSD,512,NoOS,16,1920.0,1200.0,WUXGA,52.5,1,1.7,21990000.0,1920x1200
75,Laptop HP ProBook 450 G10 9H8V8PT (Core i5-1340P | 16GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Cảm ứng | Win 11 | Bạc),HP,Intel,i5,16.0,24.0,intel,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,51.0,1,1.78,23590000.0,1920 x 1080
76,Laptop HP ProBook 440 G10 9H8U1PT (Core i3-1315U | 8GB | 256GB | Intel UHD Graphics | 14 inch FHD | Win11 | Bạc),HP,Intel,i3,8.0,12.0,intel,SSD,256,Windows 11,14.0,1920.0,1080.0,FHD,51.0,1,1.7,16990000.0,1920 x 1080
77,Laptop HP EliteBook Dragon Fly G4 9H8X1PT (Core i7-1355U | 16GB | 1TB | Intel Iris Xe | 13.5 inch WUXGA | Cảm ứng | Win 11 Pro | Xanh),HP,Intel,i7,16.0,24.0,intel,SSD,1024,Windows 11,13.5,1920.0,1280.0,WUXGA,68.0,1,0.99,50990000.0,1920 x 1280
78,Laptop Lenovo V14 G4 IAH 83FR000UVN  (Core i5-12500H | 16GB | 512GB | Intel Iris Xe | 14 inch FHD | Win 11 | Xám),Lenovo,Intel,i5,16.0,24.0,intel,SSD,512,Windows 11,14,1920.0,1080.0,FHD,38.0,1,1.43,13490000.0,1920x1080
79,Laptop Lenovo ThinkPad L14 Gen 4 21H10039VA (Intel Core i5-1340P | 16GB | 512GB | Intel Iris Xe | 14 inch FHD | NoOS | Đen),Lenovo,Intel,i5,16.0,64.0,intel,SSD,0,NoOS,14,1920.0,1080.0,FHD,46.5,1,1.4,22990000.0,1920 x 1080
80,Laptop Lenovo ThinkPad X13 Gen 4 21EXS0WS00 (Core™ i5-1335U | 16GB | 512GB | Intel Iris Xe | 13.3 inch WUXGA | No OS | Đen),Lenovo,Intel,i5,16.0,24.0,intel,SSD,512,NoOS,13.3,1920.0,1200.0,WUXGA,41.0,1,1.12,30990000.0,1920x1200
81,Laptop Lenovo ThinkPad E14 Gen 4 21E300GWVN (Core™ i7-1255U | 16GB | 512GB | Intel Iris Xe | 14.0 inch FHD | Win 11 | Đen),Lenovo,Intel,i7,16.0,24.0,intel,SSD,512,Windows 11,14.0,1920.0,1080.0,FHD,45.0,1,1.64,20990000.0,1920x1080
82,Laptop Lenovo ThinkPad E16 Gen 1 21JN006GVN (Core™ i7-1355U | 16GB | 512GB | Intel Iris Xe | 16 inch WUXGA | Win 11 | Đen),Lenovo,Intel,i7,16.0,40.0,intel,SSD,512,Windows 11,16.0,1920.0,1200.0,WUXGA,47.0,1,1.81,25390000.0,1920x1200
83,Laptop Lenovo ThinkPad E14 Gen 5 21JK00FMVN (Core™ i7-13700H | 32GB | 1TB | Intel® Iris® Xe Graphics | 14inch WUXGA | Win 11 | Đen),Lenovo,Intel,i7,32.0,48.0,intel,SSD,1024,Windows 11,14.0,1920.0,1200.0,WUXGA,57.0,1,1.43,28890000.0,1920x1200
84,Laptop Acer Swift 14 SF14-71T-75CV NX.KERSV.003 (Core™ i7-13700H | 32GB | 1TB | Intel UHD Graphics | 14inch 2.5K | Win 11 | Xanh),Acer,Intel,i7,32.0,48.0,intel,SSD,0,Windows 11,14,2560.0,1600.0,2.5K,56.0,1,1.2,40990000.0,2560x1600
