,Unnamed: 0,name,brand,chipset,chipset_gen,ram,ram_max,vga,storage_type,storage,os,screen_size,screen_revolution,battery,weight,price,screen_width,screen_height
0,0,Laptop Acer Aspire 3 A314-42P-R3B3 (NX.KSFSV.001) ((R7-5700U/16GB RAM/ 512GB SSD/14 inch FHD+/Win11/Bạc) ,Acer,AMD,Ryzen 7,16.0,16.0,amd,SSD,512,Windows 11,14.0,WUXGA,50.0,1.4,12649000.0,1920.0,1200.0
1,1,Laptop MSI Modern 15 (B7M-231VN) (R5 7530U/16GB RAM/512GB SSD/15.6 inch FHD/Win11/Đen),MSI,AMD,Ryzen 5,16.0,16.0,amd,SSD,512,Windows 11,15.6,FHD,39.0,1.75,13899000.0,1920.0,1080.0
2,2,Laptop Lenovo IdeaPad Gaming 3 15ARH7 (82SB00BBVN) (R5 6600H/16GB RAM/512GB SSD/15.6 FHD 120Hz/RTX 3050 4GB/Win11/Xám),Lenovo,AMD,Ryzen 5,8.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,60.0,2.32,17299000.0,1920.0,1080.0
3,3,Laptop Asus VivoBook Go E1404FA-NK113W (R3 7320U/8GB RAM/256GB SSD/14 FHD/Win11/Bạc),Asus,AMD,Ryzen 3,8.0,8.0,intel,SSD,256,Windows 11,14.0,FHD,42.0,1.3,8699000.0,1920.0,1080.0
4,4,Laptop Dell Inspiron 3525 (R7 5700U 16GB RAM/1TB SSD/15.6 inch FHD 120Hz/Win 11/Đen) (NK_Bảo hành tại HACOM),Dell,AMD,Ryzen 7,16.0,16.0,amd,SSD,1024,Windows 11,15.6,FHD,41.0,1.68,17349000.0,1920.0,1080.0
5,5,Laptop MSI Modern 15 (B7M-098VN) (R7 7730U/8GB RAM/512GB SSD/15.6 inch FHD/Win11/Đen),MSI,AMD,Ryzen 7,8.0,8.0,amd,SSD,512,Windows 11,15.6,FHD,39.0,1.7,15340000.0,1920.0,1080.0
6,6,Laptop MSI Modern 14 (C7M-083VN) (R5 7530U/8GB RAM/512GB SSD/14.0 inch FHD/Win11/Đen),MSI,AMD,Ryzen 5,8.0,8.0,amd,SSD,512,Windows 11,14.0,FHD,39.0,1.4,12290000.0,1920.0,1080.0
7,7,Laptop MSI Modern 15 (B7M-099VN) (R5 7530U/8GB RAM/512GB SSD/15.6 inch FHD/Win11/Đen),MSI,AMD,Ryzen 5,8.0,8.0,amd,SSD,512,Windows 11,15.6,FHD,39.0,1.7,13290000.0,1920.0,1080.0
8,8,Laptop MSI Modern 14 (C7M-221VN) (R7 7730U/8GB RAM/512GB SSD/14.0 inch FHD/Win11/Đen),MSI,AMD,Ryzen 7,8.0,16.0,amd,SSD,512,Windows 11,15.6,FHD,39.0,1.4,12840000.0,1920.0,1080.0
9,9,Laptop Asus VivoBook M1503QA-L1044W (R7 5800H/8GB RAM/512GB SSD/15.6 FHD Oled/Win11/Bạc),Asus,AMD,Ryzen 7,8.0,24.0,amd,SSD,512,Windows 11,15.6,FHD,70.0,1.7,16349000.0,1920.0,1080.0
10,10,Laptop Lenovo IdeaPad Slim 5 Pro 14ACN6 (82L700L5VN) (R5 5600U/16GB RAM/512GB SSD/14 2.8K/Win11/Xám),Lenovo,AMD,Ryzen 5,16.0,16.0,amd,SSD,512,Windows 11,14.0,FHD,56.5,1.38,20299000.0,2880.0,1800.0
11,11,Laptop Lenovo IdeaPad Slim 5 Pro 14ACN6 (82L700L7VN) (R7 5800U/16GB RAM/512GB SSD/14 2.8K/Win11/Xám),Lenovo,AMD,Ryzen 7,16.0,16.0,amd,SSD,512,Windows 11,14.0,FHD,56.5,1.38,21349000.0,2880.0,1800.0
12,12,Laptop Asus VivoBook M3500QC-L1327W (R7 5800H/16GB RAM/512GB SSD/15.6 Oled FHD/RTX3050 4GB/Win11/Bạc),Asus,AMD,Ryzen 7,16.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,63.0,1.6,25349000.0,1920.0,1080.0
13,13,Laptop Asus VivoBook M3500QC-L1388W (R5 5600H/16GB RAM/512GB SSD/15.6 Oled FHD/RTX3050 4GB/Win11/Bạc),Asus,AMD,Ryzen 5,16.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,63.0,1.6,24299000.0,1920.0,1080.0
14,14,Laptop HP ProBook 445 G6 6XP98PA (Ryzen 5 2500U/4GB RAM/1TB HDD/Radeon RX Vega/14 inch FHD/DOS),Dell,AMD,Ryzen 5,4.0,16.0,intel,SSD,1024,Windows 11,15.6,FHD,45.0,1.6,14439000.0,1920.0,1080.0
15,15,Laptop Lenovo Yoga Slim 7 Carbon 14ACN6 (82L0005BVN) (R7 5800U/16GB RAM/1TB SSD/14 2.8K/MX450 2GB/Win11/Xám),Lenovo,AMD,Ryzen 7,16.0,16.0,nvidia,SSD,1024,Windows 11,14.0,FHD,61.0,1.1,32349000.0,2880.0,1800.0
17,17,Laptop MSI Modern 14 (C7M-220VN) (R5 7530U/8GB RAM/512GB SSD/14.0 inch FHD/Win11/Đen),MSI,AMD,Ryzen 5,8.0,16.0,amd,SSD,512,Windows 11,15.6,FHD,39.0,1.4,16790000.0,1920.0,1080.0
18,18,LAPTOP ACER ASPIRE 3 A314-23M-R4TX (NX.KEXSV.001) (R5 7520U/8GB RAM/512GB SSD/14.0 INCH FHD/Win 11/Bạc/Vỏ nhôm),Acer,AMD,Ryzen 5,8.0,8.0,amd,SSD,512,Windows 11,14.0,FHD,40.0,1.4,12299000.0,1920.0,1080.0
19,19,Laptop Lenovo IdeaPad Slim 5 Pro 16ARH7 (82SN003HVN) (R5 6600HS/16GB RAM/512GB SSD/16 WQXGA 120Hz/RTX 3050Ti 4GB/Win11/Xám),Lenovo,AMD,Ryzen 5,16.0,16.0,nvidia,SSD,512,Windows 11,16.0,2.5K,75.0,1.95,19299000.0,2560.0,1600.0
20,20,Laptop Acer Swift Go SFG14-41-R5JK (NX.KG3SV.002) (R5-7530U/16GB RAM/1TB SSD/14.0 inch FHD IPS/Win11/Bạc/vỏ nhôm),Acer,AMD,Ryzen 5,16.0,16.0,amd,SSD,1024,Windows 11,14.0,FHD,50.0,1.2,19299000.0,1920.0,1080.0
21,21,Laptop Lenovo IdeaPad Slim 5 Light 14ABR8 (82XS0006VN) (R5 7530U/8GB RAM/512GB SSD/14 FHD/Win11/Xám),Lenovo,AMD,Ryzen 5,8.0,8.0,nvidia,SSD,512,Windows 11,14.0,FHD,47.0,1.17,13299000.0,1920.0,1080.0
22,22,Laptop Asus VivoBook M1405YA-KM047W (R5 7530U/8GB RAM/512GB SSD/14 Oled/Win11/Bạc),Asus,AMD,Ryzen 5,8.0,24.0,amd,SSD,512,Windows 11,14.0,FHD,50.0,1.22,14349000.0,2880.0,1800.0
23,23,Laptop MSI Modern 15 (B7M-238VN) (R7 7730U/16GB RAM/512GB SSD/15.6 inch FHD/Win11/Đen),MSI,AMD,Ryzen 7,16.0,16.0,amd,SSD,512,Windows 11,15.6,FHD,39.0,1.75,13949000.0,1920.0,1080.0
24,24,Laptop Asus VivoBook M1605YA-MB303W (R7 7730U/16GB RAM/512GB SSD/16 WUXGA/Win11/Bạc),Asus,AMD,Ryzen 7,16.0,16.0,intel,SSD,512,Windows 11,16.0,WUXGA,42.0,1.88,15349000.0,1920.0,1200.0
25,25,Laptop Asus VivoBook TN3402YA-LZ192W (R5 7530U/16GB RAM/512GB SSD/14 Cảm ứng/Win11/Bạc),Asus,AMD,Ryzen 5,8.0,32.0,amd,SSD,512,Windows 11,14.0,WUXGA,50.0,1.7,15799000.0,1920.0,1200.0
26,26,Laptop Asus VivoBook E1404FA-NK177W (R5 7520U/16GB RAM/512GB SSD/14 FHD/Win11/Bạc),Asus,AMD,Ryzen 5,16.0,16.0,amd,SSD,512,Windows 11,14.0,FHD,42.0,1.38,12549000.0,1920.0,1080.0
27,27,Laptop Asus Gaming TUF FA507NV-LP046W (R7 7735HS/8GB RAM/512GB SSD/15.6 FHD 144Hz/RTX 4060 8GB/Win11/Xám),Asus,AMD,Ryzen 7,8.0,32.0,nvidia,SSD,512,Windows 11,15.6,FHD,90.0,1.7,26349000.0,1920.0,1080.0
28,28,Laptop Asus Gaming TUF FA506NC-HN011W (R5 7535HS/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX3050 4GB/Win11/Đen),Asus,AMD,Ryzen 5,8.0,32.0,nvidia,SSD,512,Windows 11,15.6,FHD,48.0,1.7,18299000.0,1920.0,1080.0
29,29,Laptop Lenovo IdeaPad Gaming 3 15ARH7 (82SB00BBVN) (R5 6600H/16GB RAM/512GB SSD/15.6 FHD 120Hz/RTX 3050 4GB/Win11/Xám),Lenovo,AMD,Ryzen 5,8.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,60.0,2.32,17299000.0,1920.0,1080.0
30,30,Laptop Lenovo Gaming LOQ 15APH8 (82XT00AKVN) (R7 7840HS/16GB RAM/512GB SSD/15.6 FHD 144hz/RTX 4050 6G/Win11/Xám),Lenovo,AMD,Ryzen 7,8.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,60.0,2.4,25349000.0,1920.0,1080.0
31,31,Laptop MSI Gaming Bravo 15 (C7VFK-275VN) (R7- 7735HS/16GB RAM/512GB SSD/RTX4060 8GB/15.6 inch FHD 144Hz/Win 11/Đen) (2023),MSI,AMD,Ryzen 7,16.0,64.0,nvidia,SSD,512,Windows 11,15.6,FHD,53.5,2.35,28449000.0,1920.0,1080.0
32,32,Laptop MSI Alpha 15 (B5EEK-203VN) (Ryzen 5 5600H/8GB RAM/512GBSSD/15.6 inch FHD 144Hz/RX6600M 8GB/Win11/Đen),MSI,AMD,Ryzen 5,8.0,64.0,amd,SSD,512,Windows 11,15.6,FHD,90.0,2.35,19299000.0,1920.0,1080.0
33,33,Laptop Asus VivoBook M7600QC-L2077W (R5 5600H/16GB RAM/512GB SSD/16 Oled 2.8K/RTX3050 4GB/Win11/Đen),Asus,AMD,Ryzen 5,16.0,16.0,nvidia,SSD,512,Windows 11,16.0,4K,96.0,1.3,28299000.0,3840.0,2400.0
34,34,Laptop Acer Gaming Nitro 16 Phoenix AN16-41-R5M4 (NH.QKBSV.003) (R5 7535HS/8GB Ram/512GB SSD/RTX4050 6G/16 inch FHD 165Hz/Win 11/Đen) ,Acer,AMD,Ryzen 5,8.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,90.0,2.7,29999000.0,1920.0,1080.0
35,35,Laptop Asus Gaming TUF FA507NU-LP034W (R7 7735HS/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 4050 6GB/Win11/Xám),Asus,AMD,Ryzen 7,8.0,32.0,nvidia,SSD,512,Windows 11,15.6,FHD,90.0,2.2,22349000.0,1920.0,1080.0
36,36,"Laptop Lenovo IdeaPad Slim 5 Pro 16ARH7 (82SN003GVN) (R7 6800HS/16GB RAM/512GB SSD/16"" WQXGA/RTX 3050Ti 4GB/Win11/Xám)",Lenovo,AMD,Ryzen 7,16.0,16.0,nvidia,SSD,512,Windows 11,16.0,2.5K,75.0,1.95,22349000.0,2560.0,1600.0
37,37,Laptop Acer Gaming Nitro 16 Phoenix AN16-41-R50Z (NH.QLKSV.001) (R5 7640HS/8GB RAM/512GB SSD/RTX4050 6G/16 inch FHD 165Hz/Win 11/Đen) (2023),Acer,AMD,Ryzen 5,8.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,90.0,2.7,29299000.0,1920.0,1080.0
38,38,Laptop Acer Gaming Aspire 7 A715-43G-R8GA (NH.QHDSV.002) (R5 5625U/8GB RAM/512GB SSD/15.6 inch FHD 144Hz/RTX3050 4G/Win11/Đen) ,Acer,AMD,Ryzen 5,8.0,16.0,intel,SSD,1024,Windows 11,15.6,FHD,50.0,2.1,16299000.0,1920.0,1080.0
39,39,Laptop Lenovo Gaming 3 15ACH6 (82K2027QVN) (R5 5500H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 2050 4G/Win11/Xám),Lenovo,AMD,Ryzen 5,8.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,45.0,2.25,14799000.0,1920.0,1080.0
40,40,Laptop Asus Gaming TUF FA507NU-LP131W (R5 7535HS/16GB RAM/1TB SSD/15.6 FHD 144hz/RTX 4050 6GB/Win11/Xám),Asus,AMD,Ryzen 5,16.0,32.0,nvidia,SSD,1024,Windows 11,15.6,FHD,90.0,2.2,22799000.0,1920.0,1080.0
41,41,Laptop Lenovo Thinkpad E16 Gen 1 (21JN00FQVN) (i7 13700H/32GB RAM/1TB SSD/16 WUXGA/Win11/Đen),Lenovo,Intel,i7,16.0,48.0,intel,SSD,1024,Windows 11,16.0,WUXGA,41.0,1.7,27349000.0,1920.0,1200.0
42,42,Laptop Lenovo Thinkpad L14 Gen 4 (21H1003AVA) (i7 1360P/16GB RAM/512GB SSD/14 FHD/Dos/Đen),Lenovo,Intel,i7,8.0,64.0,intel,SSD,512,Dos,14.0,FHD,46.5,1.4,25849000.0,1920.0,1080.0
43,43,Laptop Dell Vostro 15 3530 (80GG93) (i5 1335U 16GB RAM/512GB SSD/15.6FHD 120Hz/Win11/OfficeHS21/Xám) ,Dell,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,41.0,1.65,18299000.0,1920.0,1080.0
44,44,Laptop Lenovo Thinkpad E16 Gen 1 (21JN00FGVA) (i7 13700H/16GB RAM/512GB SSD/16 WUXGA/Dos/Đen),Lenovo,Intel,i7,16.0,48.0,intel,SSD,1024,Windows 11,16.0,WUXGA,41.0,1.7,22849000.0,1920.0,1200.0
45,45,Laptop Lenovo Thinkpad E14 Gen 5 (21JK006BVN) (i5 1335U/16GB RAM/512GB SSD/14.0 WUXGA/Win11/ Đen),Lenovo,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,14.0,FHD,45.0,1.43,19799000.0,1920.0,1080.0
46,46,Asus Vivobook  14 OLED A1405VA-KM095W (i5 13500H/16GB RAM/512GB SSD/14 2.8K Oled/Win11/Bạc/Chuột),Asus,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,14.0,FHD,50.0,1.6,17799000.0,2880.0,1800.0
47,47,Laptop Dell Vostro 15 3530 (V5I3465W1) (i3 1305U 8GB/512GB SSD/15.6FHD 120Hz/Win11/OfficeHS21/Xám) ,Dell,Intel,i3,8.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,41.0,1.65,12499000.0,1920.0,1080.0
48,48,Laptop HP Elitebook 630 G9 (6M145PA) (i7 1255U/8GB RAM/512GB SSD/13.3 FHD/Win11/Bạc),HP,Intel,i7,8.0,16.0,intel,SSD,512,Windows 11,13.3,FHD,42.0,1.28,20349000.0,1920.0,1080.0
49,49,Laptop Lenovo Thinkpad X13 Gen 3 (21BN008JFQ) (i5 1235U/8GB RAM/512GB SSD/13.3 WUXGA/Dos/Đen),Lenovo,Intel,i5,8.0,8.0,intel,SSD,512,Windows 11,13.3,WUXGA,47.0,1.29,18799000.0,1920.0,1200.0
50,50,Laptop Lenovo IdeaPad 3 14AIH8 (83EQ0005VN) (i5 1245H/16GB RAM/512GB SSD/14 FHD/Win11/Xám),Lenovo,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,14.0,FHD,47.0,1.37,13299000.0,1920.0,1080.0
51,51,Laptop Lenovo Thinkpad L13 Gen 3 (21B3005QVA) (i5 1235U/8GB RAM/512GB SSD/13.3 WUXGA/Dos/Đen),Lenovo,Intel,i5,8.0,8.0,intel,SSD,512,Dos,13.3,FHD,46.0,1.39,17299000.0,1920.0,1080.0
52,52,Laptop Dell Inspiron 3530 (N3530-i5U085W11BLU) (i5 1335U 8GB RAM/512GB SSD/15.6 inch FHD 120Hz/Win11/OfficeHS21/Đen),Dell,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,41.0,1.65,16299000.0,1920.0,1080.0
53,53,Laptop Dell Vostro 15 3530 (V5I5267W1) (i5 1335U 8GB/256GB SSD/15.6FHD 120Hz/Win11/OfficeHS21/Xám) ,Dell,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,41.0,1.65,15599000.0,1920.0,1080.0
54,54,Laptop Dell Inspiron 3530 (71035574) (i7 1355U 16GB RAM/512GB SSD/15.6 inch FHD 120Hz/Win11/OfficeHS21/Bạc),Dell,Intel,i7,16.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,54.0,1.65,20749000.0,1920.0,1080.0
55,55,Laptop Dell Inspiron 16 5630 (H6KRV) (i5 1340P 16GB RAM/512GB SSD/RTX2050 4G/16.0 inch FHD/Win11/Office HS21/Vỏ nhôm/Bạc),Dell,Intel,i5,16.0,16.0,nvidia,SSD,512,Windows 11,16.0,FHD,54.0,1.9,24799000.0,1920.0,1200.0
56,56,Laptop Lenovo V14 Gen 4 (83A0008WVN) (i5 13420H/16GB RAM/512GB SSD/14 FHD/Dos/Xám),Lenovo,Intel,i5,8.0,16.0,intel,SSD,512,NoOS,14.0,FHD,45.0,1.69,13699000.0,1920.0,1080.0
57,57,Microsoft Surface Surface Pro 9 (i5 1235U/8GB RAM/256GB SSD/13/Win11/Sapphire)(Bảo hành tại HACOM),Microsoft,Intel,i5,8.0,16.0,intel,SSD,256,Windows 11,13.0,FHD,41.0,1.7,28299000.0,2880.0,1920.0
58,58,Laptop Dell Inspiron 3501 (3692BLK) (i3 1115G4 8GB RAM/256GB SSD/15.6 inch FHD Cảm ứng/Win10/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i3,8.0,16.0,intel,SSD,256,Windows 10,15.6,FHD,42.0,1.91,9999000.0,1920.0,1080.0
59,59,Laptop HP Envy X360 13-bf0090TU (76B13PA) (i7 1250U/16GB RAM/512GB SSD/13.3 QHD Cảm ứng/Bút/Win11/Xanh),HP,Intel,i7,16.0,16.0,intel,SSD,512,Windows 11,13.3,QHD,51.0,1.32,27349000.0,2560.0,1440.0
60,60,Laptop Lenovo Thinkbook 16 Gen 6 (21KH00C0VN) (i5 13500H/16GB RAM/512GB SSD/16 WUXGA/Win11/Xám),Lenovo,Intel,i5,16.0,64.0,intel,SSD,512,Windows 11,16.0,WUXGA,47.0,1.7,19799000.0,1920.0,1200.0
61,61,Laptop Lenovo IdeaPad 3 15IAU7 (82RK00W4VN) (i7 1255U/16GB RAM/512GB SSD/15.6 FHD/Win11/Xám),Lenovo,Intel,i7,8.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,45.0,1.63,15849000.0,1920.0,1080.0
62,62,Laptop Asus VivoBook X1504ZA-NJ582W (i3 1215U/8GB RAM/512GB SSD/15.6 FHD/Win11/Bạc),Asus,Intel,i3,8.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,45.0,1.7,9899000.0,1920.0,1080.0
63,63,Laptop Dell Inspiron 3530 (N3530I716W1) (i7 1355U 16GB RAM/512GB SSD/ MX550 2G/15.6 inch FHD 120Hz/Win11/OfficeHS21/Bạc),Dell,Intel,i7,16.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,54.0,1.65,22849000.0,1920.0,1080.0
64,64,Laptop Dell Inspiron 14 5430 (N5430-i5P165W11SL2050) (i5 1340P/16GB RAM/512GB SSD/RTX 2050 4G/14.0 inch 2.5K/Win11/Office HS21/Bạc/Vỏ nhôm),Dell,Intel,i5,16.0,16.0,nvidia,SSD,512,Windows 11,14.0,2.5K,54.0,1.53,27099000.0,2560.0,1600.0
65,65,Laptop Dell Inspiron 3530 (71011775) (i7 1355U 8GB RAM/512GB SSD/ 15.6 inch FHD 120Hz/Win11/OfficeHS21/Đen),Dell,Intel,i7,8.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,41.0,1.65,18249000.0,1920.0,1080.0
66,66,Laptop Dell Vostro 16 5630 (V5630-i5U165W11GRU) (i5 1335U 16GB RAM/512GB SSD/16.0 inch FHD+/ Win11/Office HS21/Xám/Vỏ nhôm),Dell,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,16.0,FHD,54.0,1.9,23299000.0,1920.0,1200.0
67,67,Laptop MSI Prestige 14Evo (B13M-401VN) (i5 13500H/16GB RAM/512GB SSD/14.0 inch FHD+ /Win11/Bạc/Vỏ nhôm) ,MSI,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,14.0,FHD,72.0,1.7,24099000.0,1920.0,1200.0
68,68,Laptop Dell Inspiron 14 7430 2 in 1 (N7430I58W1) (i5 1335U/8GB RAM/512GB SSD/14.0 inch FHD+ /Cảm ứng/Bút/Win11/Office HS21/Bạc) ,Dell,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,14.0,FHD,54.0,1.58,21549000.0,1920.0,1200.0
69,69,Laptop Lenovo IdeaPad Slim 5 14ILR8 (82XD008LVNN) (i5 13500H/16GB RAM/1TB SSD/14 WUXGA Oled/Win11/Xám),Lenovo,Intel,i5,16.0,16.0,intel,SSD,1024,Windows 11,14.0,WUXGA,56.6,1.46,18799000.0,1920.0,1200.0
70,70,Laptop Dell Inspiron 3530 (N5I5791W1) (i5 1335U 16GB RAM/512GB SSD/15.6 inch FHD 120Hz/Win11/OfficeHS21/Đen),Dell,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,41.0,1.65,18099000.0,1920.0,1080.0
71,71,Laptop Lenovo Thinkpad E16 Gen 1 (21JN006AVA) (i7 1355U/16GB RAM/512GB SSD/16 WUXGA/Dos/ Đen),Lenovo,Intel,i7,8.0,40.0,intel,SSD,512,Windows 11,16.0,WUXGA,47.0,1.81,22849000.0,1920.0,1200.0
72,72,Laptop Lenovo Thinkpad E16 Gen 1 (21JN006GVN) (i7 1355U/16GB RAM/512GB SSD/16 WUXGA/Win11/Đen),Lenovo,Intel,i7,16.0,40.0,intel,SSD,512,Windows 11,16.0,WUXGA,47.0,1.81,22949000.0,1920.0,1200.0
73,73,Laptop HP 15s-fq5160TU (7C0S1PA) (i5 1235U/16GB RAM/512GB SSD/15.6 FHD/Win 11/Bạc),HP,Intel,i5,16.0,64.0,intel,SSD,512,Windows 11,15.6,FHD,41.0,1.69,15999000.0,1920.0,1080.0
74,74,Laptop Dell Vostro 3520 (Y4G15) (i7-1255U/8GB RAM/512GB SSD/MX550 2GB/15.6 inch FHD 120Hz/Dos/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i7,8.0,16.0,nvidia,SSD,512,Dos,15.6,FHD,41.0,1.66,17849000.0,1920.0,1080.0
75,75,Laptop HP 15 DY2795WM (6M0Z7UA) (i5 1135G7/8GB RAM/256GB SSD/15.6 FHD/Win11/Bạc)(NK_Bảo hành tại HACOM),HP,Intel,i5,8.0,16.0,intel,SSD,512,Windows 10,15.6,FHD,41.0,1.69,11799000.0,1366.0,768.0
76,76,Laptop HP Pavilion 14-dv2073TU(7C0P2PA) (i5 1235U/16GB RAM/512GB SSD/14 FHD/Win11/Vàng),HP,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,14.0,FHD,41.0,1.6,16999000.0,1920.0,1080.0
77,77,Laptop HP Pavilion 14-dv2075TU(7C0W2PA) (i5 1235U/8GB RAM/512GB SSD/14 FHD/Win11/Bạc),HP,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,14.0,FHD,41.0,1.6,15599000.0,1920.0,1080.0
78,78,Laptop Dell Vostro 3520 (Intel Core i7-1255U/8GB RAM/512GB SSD/MX550 2GB/15.6 inch FHD 120Hz/Dos/Xám) (NK_Bảo hành tại HACOM),Dell,Intel,i7,8.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,41.0,1.66,17849000.0,1920.0,1080.0
79,79,Laptop Lenovo IdeaPad Slim 5 14ILR8 (82XD002VVN) (i5 13500H/16GB RAM/512GB SSD/14 WUXGA OLED/Win11/Xám),Lenovo,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,14.0,WUXGA,56.6,1.46,17799000.0,1920.0,1200.0
80,80,Laptop Asus ZenBook UX3405MA-PP588W (Ultra 5 125H/16GB RAM/512GB SSD/14 3K/Win11/Túi/Bạc),Asus,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,14.0,FHD,75.0,1.2,27299000.0,2880.0,1800.0
81,81,Laptop Asus ZenBook UP3404VA-KN038W (i5 1340P/16GB RAM/512GB SSD/14 Oled Cảm ứng/Win11/Bút/Cáp/Túi/Xanh),Asus,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,14.0,FHD,75.0,1.27,25299000.0,2880.0,1800.0
82,82,Laptop Lenovo Thinkpad E16 Gen 1 (21JN005RVN) (i5 1340P/16GB RAM/512GB SSD/16 WUXGA/Win/Đen),Lenovo,Intel,i5,16.0,40.0,intel,SSD,512,Windows 11,16.0,WUXGA,47.0,1.81,20299000.0,1920.0,1200.0
83,83,Laptop Acer Swift 3 Super SF314-71-74WD (NX.KAWSV.001) (i7-12700H/16GB RAM/1TB SSD/14.0 inch 2.8K OLED/Win11/Vàng/vỏ nhôm) ,Acer,Intel,i7,16.0,16.0,intel,SSD,1024,Windows 11,14.0,FHD,57.0,1.4,32349000.0,2880.0,1800.0
84,84,Laptop Acer Swift 3 EVO SF314-512-741L (NX.K7JSV.001) (i7-1260P/16GB RAM/1TB SSD/14.0 inch QHD/Win11/Vàng/vỏ nhôm) ,Acer,Intel,i7,16.0,16.0,intel,SSD,1024,Windows 11,14.0,QHD,56.0,1.2,26349000.0,2560.0,1440.0
85,85,Laptop Asus ZenBook UP3404VA-KN039W (i7 1360P/16GB RAM/512GB SSD/14 Oled Cảm ứng/Win11/Bút/Cáp/Túi/Xanh),Asus,Intel,i7,16.0,16.0,intel,SSD,512,Windows 11,14.0,FHD,75.0,1.27,28349000.0,2880.0,1800.0
86,86,Laptop HP ProBook 450 G10 (873J6PA) (i5 1340P/8GB RAM/512GB SSD/15.6 FHD/Win11/Bạc),HP,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,15.6,FHD,51.0,1.8,20299000.0,1920.0,1080.0
87,87,Laptop Dell Inspiron 14 5430 (20DY31) (i7 1360P/16GB RAM/1TB SSD/14.0 inch FHD+/Win11/Office HS21/Bạc/Vỏ nhôm),Dell,Intel,i7,16.0,16.0,intel,SSD,1024,Windows 11,14.0,FHD,54.0,1.53,25549000.0,1920.0,1200.0
88,88,Laptop Lenovo Thinkpad E16 Gen 1 (21JN0065VA) (i5 1340P/8GB RAM/512GB SSD/16 WUXGA/Dos/Đen),Lenovo,Intel,i5,8.0,40.0,intel,SSD,512,Windows 11,16.0,WUXGA,47.0,1.81,19799000.0,1920.0,1200.0
89,89,Laptop Acer Swift X SFX16-51G-516Q (NX.AYKSV.002) (i5 11320H/16GBRAM/512GB SSD/RTX3050 4G/16.1 inch FHD IPS/Win11/Xám) (2021),Acer,Intel,i5,16.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,59.0,1.9,24299000.0,1920.0,1080.0
90,90,Laptop HP Pavilion 14-dv2069TU (7C0P1PA) (i3 1215U/8GB RAM/256GB SSD/14 FHD/Win11/Vàng),HP,Intel,i3,8.0,16.0,intel,SSD,256,Windows 11,14.0,FHD,41.0,1.6,12199000.0,1920.0,1080.0
91,91,Laptop Lenovo Yoga Pro 7 14IRH8 (82Y70050VN) (i7 13700H/16GB RAM/512GB SSD/14.5 3K/RTX 4050 6GB/Win11/Xanh),Lenovo,Intel,i7,16.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,73.0,1.49,34349000.0,0.0,4.0
92,92,Laptop HP Pavilion 14-dv2076TU(7C0P4PA) (i5 1235U/8GB RAM/256GB SSD/14 FHD/Win11/Vàng),HP,Intel,i5,8.0,16.0,intel,SSD,256,Windows 11,14.0,FHD,41.0,1.6,15299000.0,1920.0,1080.0
